"predation rate""prey population size""predator population size"
0.2,10,10
0.1,10,10
0.2,10,10
0.6,10,10
0.1,10,10
0.3,10,10
0.2,10,10
0.1,10,10
0.1,10,10
0.2,10,9
0,10,8
0.1,10,6
0.1,10,6
0.3,10,4
0.1,10,4
0,10,2
0,10,2
0,10,2
0,10,2
0,10,2
0.1,10,2
0,10,1
0,10,1
0,10,1
0,10,1
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
0,10,0
